id,video_id,title,description,views,likes,comments,hashtags,channel,published_at,category_id,duration,definition,crawl_date
16,LZoS7E5cHSc,Switch 2 Got Themes?,"#cdotkom #gaming #switch2 #mario #nintendo 
Oh wow! The Switch 2 has some wild features, and controllers, I should make some more videos on that!",177128,8849,53,[],cdotkom,2025-10-11T15:00:42Z,24,PT37S,hd,2025-10-12T04:02:09.739942
17,WZ6AHwXku8U,7x chinchilla + t-rex combo 😱#roblox #growagarden #gaming,7x chinchilla + t-rex combo 😱#roblox #growagarden #gaming,176900,0,82,['7x chinchilla + t-rex combo 😱#roblox #growagarden #gaming'],KIT YT,2025-10-11T04:10:00Z,20,PT35S,hd,2025-10-12T04:02:04.526496
18,wqMp6U8MDVM,Merge drop 999 pro Anomali gaming  sedang live sekarang!,,174100,375,0,[],Merge Fellas 777 Anomali gaming ,2025-10-11T06:01:11Z,20,PT46M57S,hd,2025-10-12T04:02:04.526364
19,zc2z4cAtQJw,Milk bottle run playtime 1700 #shorts #gaming #babybottlerun,Milk bottle run playtime 1700 #shorts #gaming #babybottlerun,167321,0,1,[],DARK TAMANG,2025-10-11T11:15:12Z,20,PT40S,hd,2025-10-12T04:02:04.526739
20,zc2z4cAtQJw,Milk bottle run playtime 1700 #shorts #gaming #babybottlerun,Milk bottle run playtime 1700 #shorts #gaming #babybottlerun,167321,0,1,[],DARK TAMANG,2025-10-11T11:15:12Z,20,PT40S,hd,2025-10-12T04:02:05.756582
21,ga7u7vLWSls,GAME BERCOCOK TANAM TAPI ISINYA ZOMBIE?! 💀,#roblox #gamingshorts #robloxindonesia #gaming #robloxshorts,162536,1481,7,[],Ving10,2025-10-11T10:00:10Z,20,PT26S,hd,2025-10-12T04:02:08.400243
22,-Tq5x61gai8,The best greatswords in Dark Souls... #darksouls #darksoulsremastered #gaming,"follow me on twitch: https://twitch.tv/nburd
follow me on twitter: https://www.twitter.com/nburd_
discord: https://discord.gg/pNa3sbedvK

#darksouls #burd #gaming",161409,7039,156,"['dark souls', 'dark souls remastered', 'soulsborne', 'elden ring', 'dark souls 2', 'dark souls 3', 'fromsoftware']",burd,2025-10-11T18:44:12Z,20,PT53S,hd,2025-10-12T04:02:04.526529
23,7BkvpjxDTBE,Aku Berhasil Membangun Markas Goa Bocil Paling Aman - Roblox 99 Night In The Forest,"Halo teman - teman semua selamat datang di chanel DARLUNG GAMING

Bagi yang baru mampir ke chanel ini bisa kali untuk pencet tombol SUBSCRIBE dan nyalakan notifikasinya sama LIKE dan SHARE juga supaya chanel ini semakin maju dan bisa menghibur kalian semua, Terimakasih.


Di game roblox kali ini kita bermain 99 Night In The Forest:
https://www.roblox.com/games/79546208627805

follow tiktok saya farid_arba
https://www.tiktok.com/@farid_arba?_t=8jWN8MLWesz&_r=1

follow instagram saya farid_arba
https://www.instagram.com/farid_arba

follow instagram darlung gaming official:
https://instagram.com/darlunggaming.official


My Specs:
- Processor intel core i9 10900f
- MB msi z490
- Vga RTX 3060 12gb
- Ram 32gb
- ssd 1tb
- Hdd 1tb




#roblox #robloxdarlunggaming #darlunggaming",149731,0,488,"['roblox', 'roblox indonesia', 'darlung gaming', 'roblox darlung gaming', '99 Night In The Forest']",DARLUNG GAMING,2025-10-11T05:45:00Z,20,PT17M1S,hd,2025-10-12T04:02:04.526396
24,G_qjl_0q3K0,Who’s The 3rd Best Player? 🤔,"With Trick being 'retired' and Doggie struggling with GRIEF, who is actually the best player behind Zoink and wPopoff right now? (Taiago, SerVax, A6, Netermind)

#shorts #gaming #geometrydash",141202,5992,303,[],Geometry Dash BrainRot,2025-10-11T17:00:19Z,20,PT50S,hd,2025-10-12T04:02:04.526766
25,G_qjl_0q3K0,Who’s The 3rd Best Player? 🤔,"With Trick being 'retired' and Doggie struggling with GRIEF, who is actually the best player behind Zoink and wPopoff right now? (Taiago, SerVax, A6, Netermind)

#shorts #gaming #geometrydash",141202,5992,303,[],Geometry Dash BrainRot,2025-10-11T17:00:19Z,20,PT50S,hd,2025-10-12T04:02:05.756602
26,hsyIv-LMRUM,Game tên nông dân đáng sợ #2 #shorts #gameplay #games #gaming #anime #funny,Game tên nông dân đáng sợ #2 #shorts #gameplay #games #gaming #anime #funny,135021,825,0,"['Game vô tri', 'game giải đố', 'game hại não', 'game thối não', 'Mị Trùm Game', 'Game', 'Gameplay', 'Games', 'Gaming', 'Funny Game', 'Brainrot', 'Vũ Trụ Brainrot', 'Quái vật Brainrot', 'Tung Tung Tung Sahur']",Mị Trùm Game,2025-10-11T07:00:41Z,22,PT19S,hd,2025-10-12T04:02:04.526661
27,rxhg4oSjSBw,Can I pass the level? #shorts #ytshorts #gaming,"Can I pass the level? #shorts #ytshorts #gaming

#games #game #gamplay",120181,0,4,[],Chetan Game YT,2025-10-11T09:32:34Z,20,PT37S,hd,2025-10-12T04:02:04.526548
28,ViGPlrHbqyE,ME ON YOUTUBE #minecraft #gaming #shortvideo #shorts #viral,,107486,0,37,[],Mr Monkey,2025-10-11T13:51:46Z,20,PT14S,hd,2025-10-12T04:02:04.526642
29,AfrGN_w-EK8,Grandmaster push🔥 Awm Queen Zara Gaming is live🥱,Grandmaster push🔥 Awm Queen Zara Gaming is live🥱  #freefire     #shortsfeed     #shorts      #zaragaming,105651,3078,2,"['#zaragaming', '#nrz', '#zaralive', '#zaragaminglive', 'freefire', 'zaragaminglive', 'FREEFIRELIVE']",ZARA GAMING,2025-10-11T17:39:10Z,20,PT1H1M12S,hd,2025-10-12T04:02:04.526417
30,1EpQmbXtt2o,GRANNY KI KARVA CHAUTH SHORT FILM : ग्रैनी करवा चौथ | HORROR GAME GRANNY - SLENDRINA || MOHAK MEET,"Granny Ki Karva Chauth Is Story Horror Comedy About A Boy Lives With Granny / Grandpa In Their House And How He Want To Escape The House.

By : D.Vloper's Granny 
Download Game ( https://grannyhorror.com/ )

Instagram - https://www.instagram.com/mohakmeet/

Facebook - https://www.facebook.com/MohakMeetOff...

Twitter - https://twitter.com/iamMohakMeet

#MohakMeet #GrannyShortFilm #GrannyChapter2",101073,1959,112,[],Mohak Meet,2025-10-11T06:41:02Z,23,PT11M58S,hd,2025-10-12T04:02:04.526426
31,eIPFlwOpRJs,Yana da Peak ah ipadei vachirukiga💩🫣funny #freefire #gaming #funwithjoker #shorts #tamil,"#shorts #freefiretamil #headshot #opclutch #fftamil #freefire #youtubeshorts #garenafreefire #freefiremax #1v4clutch #viralshorts#freefiregameplay #ffgameplay #gamelover
Highlights/Clutch #1v4clutch #opclutch #squadwipe #headshot #bestmoments
Competitive/Ranked #ffranked #booyah #brranked #freefirepro
Emotes/Fun #ffcomedy #freefirefun #ffemote #freefireprank
Weapons #awmheadshot #m1887 #desert_eagl
ag Type Tags (in English) Tags (in Tamil - Use English/Thanglish characters)
Shorts Tags #shorts #youtubeshorts #viralshorts #shorts #youtubeshorts #viralshorts
Broad Free Fire #freefire #garenafreefire #freefireindia #freefire #garenafreefire #freefireindia
Tamil Tags #tamil #fftamil #freefiretamil #tamil #fftamil #freefiretamil
Gaming #gaming #gamingshorts #gamer #gaming #gamingshorts #gamer",98151,6885,17,"['#viralshorts', '#shorts', '#youtubeshorts', '#garenafreefire', '#freefire', '#freefireindia', '#fftamil', '#tamil', '#freefiretamil', '#gaming', '#gamingshorts', '#freefiregameplay', '#squadwipe', '#headshot', '#bestmoments', '#ffcomedy', '#freefirefun', '#freefireprank', '#awmheadshot', '#desert_eagle', '#ffnewevent', '#ffnewupdate', '#freefireneweventstoday', '#ffmax', '#ffvickyhere', '#funwithjoker']",FF Vicky Here,2025-10-11T10:15:45Z,20,PT58S,hd,2025-10-12T04:02:05.756706
32,viTonjtSgA8,Franklin And Train Eater Fight 😭#franklin #traineater #gaming #gta,Franklin And Train Eater Fight 😭#franklin #traineater #gaming #gta,90349,1102,2,"['Indian bikes driving 3d', 'indian bikes driving 3d shorts', 'indian bikes driving 3d shorts video', 'indian bikes driving 3d cheat code', 'indian bike', 'indian bike 3d', 'indian bike driving 3d', 'indian bike driving 3d shorts', 'Indian bike driving 3d shorts video', 'indian bike driving 3d cheat code', 'Alif X Gamer', 'Franklin', 'Gta', 'Gta v', 'Gta 5', 'indian game', 'spiderman', 'bhoot game', 'shorts', 'Train eater', 'Train eater monster', 'Monster train eater']",ALIF X GAMER,2025-10-11T09:04:32Z,20,PT1M,hd,2025-10-12T04:02:04.526576
33,lDzN_hCjR8Q,MY TALKING TOM 2 LIVE GAMEPLAY#Ayan gaming#talking tom 2#satisfying#viral#shortsfeed#livegames,"hello neighbor  wlc to #1 talking tom 2 gaming channel = MY TALKING TOM 2 LIVE GAMEPLAY#Ayan gaming#talking tom 2#satisfying#viral#shortsfeed#livegames
🐾 Welcome to ayan gamingXD 🐾
I stream Talking Tom 2 live with lots of fun, excitement, and entertaining gameplay! 🎮

✨ On this channel, you will find:
✔️ Talking Tom 2 Live Streams
✔️ Funny gameplay moments & reactions
✔️ Fun challenges with Tom & friends
✔️ Chill gaming vibes with subscribers

My channel membership link join :https://www.youtube.com/@ayan99gaming

tag: #ayan gaming#mobilegame#myfunnytalkingtom2#gaming #shortsfeed #live#mytom2#viral#trending#funnycat#gamingcommunity#mobilelive

If you love Talking Tom games, this is the place for you! Don’t forget to Subscribe and join the ayan gaming family for daily fun and laughter.

👉 Stay tuned for more Talking Tom 2 live adventures! 🐱💙

ayan gaming",88265,2095,0,[],Ayan Gaming,2025-10-11T11:03:45Z,20,PT1H38S,hd,2025-10-12T04:02:04.526825
34,lDzN_hCjR8Q,MY TALKING TOM 2 LIVE GAMEPLAY#Ayan gaming#talking tom 2#satisfying#viral#shortsfeed#livegames,"hello neighbor  wlc to #1 talking tom 2 gaming channel = MY TALKING TOM 2 LIVE GAMEPLAY#Ayan gaming#talking tom 2#satisfying#viral#shortsfeed#livegames
🐾 Welcome to ayan gamingXD 🐾
I stream Talking Tom 2 live with lots of fun, excitement, and entertaining gameplay! 🎮

✨ On this channel, you will find:
✔️ Talking Tom 2 Live Streams
✔️ Funny gameplay moments & reactions
✔️ Fun challenges with Tom & friends
✔️ Chill gaming vibes with subscribers

My channel membership link join :https://www.youtube.com/@ayan99gaming

tag: #ayan gaming#mobilegame#myfunnytalkingtom2#gaming #shortsfeed #live#mytom2#viral#trending#funnycat#gamingcommunity#mobilelive

If you love Talking Tom games, this is the place for you! Don’t forget to Subscribe and join the ayan gaming family for daily fun and laughter.

👉 Stay tuned for more Talking Tom 2 live adventures! 🐱💙

ayan gaming",88265,2095,0,[],Ayan Gaming,2025-10-11T11:03:45Z,20,PT1H38S,hd,2025-10-12T04:02:05.756667
35,MAE3LAEyDGg,GTA 5 : MICHAEL'S MEETING WITH INTERNATIONAL BUSINESS MAN || BB GAMING,"WhatsApp channel - https://whatsapp.com/channel/0029Vb1GojD5K3zT5B1fOZ3t

SUBSCRIBE BY OTHER CHANNELS:--
BB GAMING - https://www.youtube.com/c/BBGAMINGPRO
BB GAMING 2.0 - https://www.youtube.com/@BBGAMING_2.0

FOLLOW ME ON SOCIAL MEDIA:-- 
INSTAGRAM - https://instagram.com/bbgamingog?utm_medium=copy_link



Business Email -brownboybusiness08@gmail.com

#BBGAMING #BBGAMINGGTA5 #GTAVGAMEPLAY #GTA5",81528,8892,437,"['brown boy gaming', 'gta5', 'gtav', 'gta 5 videos hindi', 'GTA 5', 'bb gaming gta v', 'bb gaming new video', 'gta', 'bb', 'video', 'rdr2', 'bbislive', 'bb gaming rdr2', 'gaming']",BB Playz,2025-10-11T06:58:36Z,20,PT32M22S,hd,2025-10-12T04:02:04.526508
36,v5ZEZuu6qVk,Indian Vehicles Simulator 3D New Update Game #shortsfeed #shortsvideo #syoutubeshorts #shortsfeed,"Indian Vehicles Simulator 3D New Update Game #shortsfeed #shortsvideo #syoutubeshorts #shortsfeed 
#gaming 
#gaming Video 
#shortsfeed 
#shortvideo 
#gaming Video 
#shorts 
#shorts Video 
#subscribe 
#gaming",81434,0,44,"['Gaming Video', 'Gaming', 'Gaming Video Indian', 'Indian Gaming', 'Indian', 'Gaming Indian', 'Gaming Indian Gaming', 'Indian Vehicles Simulator 3D New Update', 'Indian Vehicles Simulator 3D', 'Indian Vehicles Simulator 3D New Update Game', 'Short video', 'Super video', 'Super', 'Short', 'Video']",Swaraj Gamer 855  ,2025-10-11T06:22:57Z,20,PT9S,hd,2025-10-12T04:02:05.756693
37,e5Y1O3lXnzA,টায়ারের কোম্পানিতে নতুন মেশিন কিনে ফেললাম 🥰 #shorts #gaming,,79717,0,3,[],Explain With Rakib,2025-10-11T08:00:43Z,24,PT49S,hd,2025-10-12T04:02:04.526605
