id,video_id,title,description,views,likes,comments,hashtags,channel,published_at,category_id,duration,definition,crawl_date
11,lDkcHcaLNQw,Adorable Baby Fashion Show~ How to style your baby? Trendy Fashion looks & Outfit ideas😘,"Adorable Baby Fashion Show~ How to style your baby? Trendy Fashion looks & Outfit ideas😘#ytshortsfeature     #trendingshorts   #aifashionshow         #baby   #aifashionmodel     #littlefashionista   #babygirl   #fashiontipsforparents         #adorableoutfits      #aibaby   #aibabayfashionshow         #artificialintelligence      #viralbaby    #babyfashion    #babystyle          #babyfashiontips        #stylishbabies       #babyoutfits       #trendybaby              #cutebabyclothes           #fashionforbabies       #babyfashioninspo          #doll #babywardrobe    #babyclothingtrends         #stylishkids          #catvideo         #videos  #cate         #babysongs            #cat  #baby  #babyfashionshow            #cutebaby      #baby #babyfashion          #fashionideasforparents           #babyfashion       #parentingstyletips          #parentingstyletips          #babyoutfits          #momandbabyfashion          #dadandbabystyle          #babyfashionshow          #baby #babyclothingtrends          #trendybaby          #parentingfashioninspo        
#stylishparents     #fashionforparents     #babystyle    
#parentinghacks          #styletipsforparents          #parentingtips          #cute #modernparenting         #baby    #doll #cat 

免责声明：“该视频专为对婴儿时尚潮流和造型技巧感兴趣的父母、看护者和成年人设计。它不适合儿童或年轻观众。内容主要侧重于时尚指导、造型创意和成人观众的相关信息。",4173,41,0,[],Tiny Model Diary,2025-10-11T09:01:10Z,22,PT9S,hd,2025-10-12T04:03:09.750745
12,bDYS0Uktmmg,how to style #stickwelding #virelshorts #ytshorts #stickwelding #trendingshorts #realshort #virel,"#welding #tigwelding #weldinglife #migwelding #weldingsmostwanted #weldingrig #weldingporn #weldingart #stickwelding #weldinghelmet #aluminumwelding #weldingmachine #pipewelding #weldingshop #ilovewelding #weldingschool #weldingrigs #weldingtipsandtricks #weldingmostwanted #weldingclass #weldingmask #arcwelding #weldingtig #weldingislife #weldingisfuckingawesome #americanweldingsociety #weldinghood #weldingfulse #weldingnation #mobilewelding
#tigwelding #welding #welder #weldporn #weld #migwelding #fabrication #weldernation #weldlife #tig #weldinglife #weldeverydamnday #weldaholics #weldaddicts #welders #metalwork #stainlesssteel #weldersinc #welderswife #tigwelder #weldingsmostwanted #weldingrig #metalfabrication #metalfab #weldingclass #weldlicious #arcwelding #stickwelding #tiglife #weldmafia


tags,
best beginner welder mig
welder machine for beginners
cheap beginner welder
welder beginners tig
best beginner tig welder for aluminium
good beginner welder
beginner mig welder kit
best beginner stick welder
best beginner tig welder
how to weld exhaust tips
how to weld exhaust manifold
e weld plasma
how to weld flux core
how to weld for tha first time
how to weld fence
how to weld for dummies
beginner welder kit
namaste beginner welder matchine
beginner welder project
beginner welder setup
best beginner welder
beginner tig welder
beginner mig welder
beginner stick welder
beginner welder
beginner welder tips
beginner are welder
indiastickwelder
stick welding 
Shiv welding 
tig welding 
welding basics
welding shop 
welding jobs 
pipe welding 
tig weld 
weld.com
how to weld 
Arc welder 
tig welder 
MIG welding 
tig welding 
welder life 
arc welding 
hisab welder 
tigwelding 
welding tig
Steel welder 
stick weldingtips 
welder receive 
Amazon welder
cheap stick welder 
welders 
midgwelder
welding diy
welding basics 
welding skill 
welding work 
welding tips and tricks 
welding school 
welding techniques 
welding machine 
welding project 
welding for beginners 
welding mig
welding craft 
stick welding 
stick welding tips and tricks 
stick welding basics 
arc welding 
weld
welder
welding 
#indiastickwelder #ytshorts  #welders



#welding#weldingforbeginner #welderproject #wildingtipsandtrick #weldingtechnique #weldingtips",3903,36,0,"['welding equipment work', 'hog on welding', 'mig welding', 'wire welding', 'how to weld iron', 'welding shorts', 'indian welding', 'welding diy', 'gas welding', 'diy welding', 'welding with gas', 'welding process', 'mig welding tips', 'gmaw welding', 'gtaw welding', 'smaw welding', 'stick welding rod', 'welding thin', 'ship welding', 'flux core welding', 'welding projects', 'welding stick rods', 'history of welding', 'mig welding basics', 'mig welding tricks', 'welding table', 'welding tools', 'stick welding']",sahu top vlog ,2025-10-11T05:04:09Z,26,PT9S,hd,2025-10-12T04:03:09.750731
13,233Y3xKuXo4,How to style locs#trending #hairstyles #locs #fypシ,,3416,81,0,[],OKORA MILDRED,2025-10-11T11:56:12Z,22,PT26S,hd,2025-10-12T04:03:09.750699
14,nu144rfJFFU,Easy to make friendship bracelet 💫 #remix #shorts #diy #style #howto #design #ideas #tutorial,,2438,74,4,[],Rose Crafts,2025-10-11T08:13:19Z,26,PT16S,hd,2025-10-12T04:03:09.750849
15,ckop0SdWOL0,HOW TO STYLE FOR COLLEGE 📕 | GIVEAWAY 🚨,"Karna kuch ni h bs vhi krna h jo tum krte ni ho 😂 smjh gye na bs ab krdo subscribe 🫶🏻❤️

Follow me on all platforms: 
Instagram- https://www.instagram.com/official_ryan_09?igsh=MXJ0MGsxb2xzdDhjNg%3D%3D&utm_source=qr

SNAPCHAT- https://snap.openinapp.co/tkift

FACEBOOK- https://www.facebook.com/share/1BAhZLcjkc/?mibextid=wwXIfr",2190,248,83,"['Collegeoutfits', 'Outfits', 'Polotshirts', 'Bestoutfits', 'Budgetoutfits', 'Anujsharma', 'Ryansharma', 'Dailyvlogs']",Ryan sharma Vlogs🔥,2025-10-11T13:24:22Z,22,PT8M32S,hd,2025-10-12T04:03:09.750864
16,-2SeU7hzTVU,El Estilazo de IVANKA TRUMP Como Imitarla #ivankatrump,"El Estilazo de IVANKA TRUMP Como Imitarla #ivankatrump
#ivankatrumpstyle #style #eleganceandstyle #elegancia #elegance #moda",2180,111,3,"['Ivanka Trump Style', 'estilo de IVANKA TRUMP', 'ivanka trump', 'elegancia', 'mujer elegante', 'mujer sofisticada', 'cómo vestir elegante', 'elegance and Style', 'moda', 'fashion elegance', 'fashion', 'ropa elegante', 'iconos elegantes', 'elegante']",Beauty Fashion,2025-10-11T18:50:52Z,26,PT1M1S,hd,2025-10-12T04:03:09.750803
17,m6N9S4dETrg,REVELADO: O SEGREDO para se SENTIR CHIQUE PARA SEMPRE! CONFIRA AGORA,"🔥♾️ BLACK FRIDAY CHIQUE PARA SEMPRE está chegando e essa é a sua chance de viver tudo isso com a gente!
Na Black Friday Chique Para Sempre, você terá acesso vitalício a todos os cursos do Chique Sem Frescura, para aprender a escolher modelagens, tecidos e combinações que valorizam você em cada fase da vida.

💫 Encontre o seu final feliz sendo Chique para Sempre.

#chiqueparasempre #moda #autoestima

REVELADO: O SEGREDO para se SENTIR CHIQUE PARA SEMPRE! CONFIRA AGORA

Como se sentir mais confiante com a própria imagem?
Quais são as dicas para um estilo chique?
Como a moda pode influenciar a autoimagem?
O que significa ser ""chique para sempre""?
Quais são as principais tendências de moda?
Como escolher roupas que valorizam o corpo?
Qual é a importância da autoestima na moda?
Como identificar o próprio estilo?
Quais são os acessórios que ajudam a deixar o look mais chique?
Como montar um guarda-roupa versátil e chique?
Qual é a relação entre moda e autoconfiança?
Como adaptar as tendências ao seu estilo pessoal?
Quantas peças básicas são necessárias para um guarda-roupa chique?
Como encontrar inspirações de moda que reforcem a autoestima?
Quais são as cores que mais valorizam a pele?
Como os cuidados pessoais refletem na imagem?
Como a postura afeta a maneira como nos apresentamos?
Quais são os erros comuns que prejudicam o estilo?
Como manter um look elegante em qualquer ocasião?
Como investir em peças-chave para um estilo duradouro?
Qual é o papel do conforto na moda chique?
Como a moda sustentável pode ser chic?
Quais são os truques para um look chic com orçamento reduzido?
Como o cabelo e a maquiagem influenciam no estilo?
Quais são os estilos de moda mais atemporais?
Como adaptar a moda a diferentes idades?
Quais são os melhores exercícios para fortalecer a autoestima?
 como a confiança afeta a percepção do estilo pessoal?
O que fazer para se sentir mais bonita no dia a dia?
Como encontrar a inspiração certa para se sentir chique?
Quais são os mitos sobre moda que devemos deixar para trás?
Como o ambiente pode influenciar nosso estilo pessoal?",1953,294,6,"['chique para sempre', 'moda chique', 'estilo elegante', 'autoestima na moda', 'transformação de imagem', 'dicas de moda', 'como ser chique', 'sente-se chique', 'moda para todas', 'belezas da moda', 'tendências de moda', 'mulheres elegantes', 'estilo pessoal', 'moda para autoestima', 'roupas chiques', 'acessórios elegantes', 'look chique', 'estilo que transforma']",Chique sem Frescura,2025-10-11T13:01:27Z,24,PT1M14S,hd,2025-10-12T04:03:09.751250
18,mA1FMOhrqWQ,How to SLAY all the demons with style in Roblox 😎,"How to SLAY all the demons with style in Roblox 😎

#3d #kpopdemonhunters #roblox #genai #sloyd",1761,18,0,"['3d', 'genai', 'kpopdemonhunters', 'roblox', 'sloyd']",Sloyd,2025-10-11T15:03:30Z,20,PT18S,hd,2025-10-12T04:03:09.750776
19,it0zE2uySoA,🍂 how to style|shorts for fall #fashion #shorts,"Because fall layers aren’t just for sweaters — shorts, tights, and a blazer kind of day. 🍂

Link in Bio to shop all my fall items @Shop_LTK 

#outfitinspo #falloutfits #fashioninspo",1707,11,0,"['How to', 'Styling shorts', 'Fashion', 'Fall fashion', 'Outfit of the day', 'What to wear', 'Style']",Elizabeth Rovens,2025-10-11T16:32:16Z,26,PT20S,hd,2025-10-12T04:03:09.750964
20,IyPrSGlUtXo,Boxing + Taekwondo Hybrid Style | How to Build Powerful Fight Combinations,"Learn how to combine the precision of boxing with the dynamic kicks of Taekwondo to create a complete hybrid striking style. This tutorial breaks down how to blend punches, footwork, and high-level kicks for fluid, explosive combinations. Perfect for martial artists, fighters, and combat sports enthusiasts looking to level up their fight game.

#RDXSports #Boxing #Taekwondo #HybridFighting #Kickboxing #FightTraining #MartialArts #CombatSports #MoveImproveEvolve",1663,29,0,"['how to fight taekwondo', 'how to improve in taekwondo', 'basic boxing combinations for beginners', 'taekwondo vs boxing', 'taekwondo fight', 'taekwondo fighting tutorial', 'taekwondo fighters', 'punching combinations', 'taekwondo match', 'taekwondo punch training', 'taekwondo training', 'taekwondo sparring', 'taekwondo wt', 'taekwondo sparring techniques', 'taekwondo guide', 'taekwondo guides', 'taekwondo tutorial', 'wtf taekwondo', 'taekwondo punching bag', 'taekwondo news', 'taekwondo tips']",RDX Sports,2025-10-11T17:00:32Z,17,PT12S,hd,2025-10-12T04:03:10.875282
21,54HesI7xig4,DIY Mini Brands Style Sewing Machine! It Actually Works!  #barbiediy #diy #dollhouse,"🤩 Make the TINIEST WORKING Sewing Machine for your dolls! This amazing DIY miniature is perfect for Barbie, LOL Surprise, and any dollhouse! 🪡

In this Shorts video, I show you the quick and easy result. You can make this super fun project in just 10 minutes! It’s the perfect craft for kids, parents, and all miniature lovers. Imagine all the tiny clothes you can make for your dolls! ✂️

🎁 Great gift for your doll, friends, or family who love miniatures!

➡️ Want the FULL TUTORIAL? Watch the step-by-step, detailed video on my channel here: https://youtu.be/QPrDL-hmykM

🔥 Love Miniatures? You're in the right place! On my channel, you'll find HUNDREDS of cool, fun, and easy-to-make miniatures in the style of Mini Brands, MiniVerse, and Re-Ment. Subscribe so you don't miss the next fun project!
👉 Subscribe to my channel here: [Insert Your Channel URL Here]

#miniature #diy #barbie #dollhouse #miniaturesewingmachine #minibrands #miniverse #rement #lolsurprise #diycrafts #craft #howto #miniaturecraft #fyp #shorts",1585,39,5,"['diy miniature', 'how to make a miniature sewing machine', 'smallest sewing machine', 'working miniature', 'barbie diy', 'dollhouse miniatures', 'crafts for kids', 'easy diy projects', 'mini brands diy', 'mini verse', 're-ment miniatures', 'lol surprise diy', 'miniature tutorial', 'easy crafts for girls', 'parent child craft', 'creative toys', 'miniature world', 'tiny things', 'how to make doll accessories', 'diy for barbie', 'miniature crafts', '10 minute craft', 'simple diy']",Easy DIY Miniatures,2025-10-11T17:34:48Z,26,PT19S,hd,2025-10-12T04:03:09.751135
22,ALYZGbpzFkY,How To Style  // Useful  Hack  #latesupdates #howtostyle #hackforgirls  #tipsandtricks,"Your Queries :-

how To Do 
how To fix 
how To style 
heel Hack
Hack  for girls 
New  trick and tips 
latest update 
latest video 


#latesupdates 
#howtostyle 
#tipsandtricks 
#besthack",1566,11,0,"['Hack', 'howtostyle', '#howtostyle', '#Hack', '#tipsandtricks', '#advancetips', '#Newhall', '#latestupdate', '#latesthack', '#hairstyle', '#hairstylehack']",Neelam Rani,2025-10-11T17:24:33Z,26,PT11S,hd,2025-10-12T04:03:09.751026
23,PAXTiUlNwh0,How to style your braids for work /class #diyhairstyle #hairstyle #braidstyles #knotlessbraids,,1562,12,0,[],Portia Curtis ,2025-10-11T10:42:28Z,26,PT10S,hd,2025-10-12T04:03:09.750922
24,rq5PFACyoiY,Style Tricks That Instantly Boost Confidence || #styletips #howtostyle #fashionhacks #shorts #ootd,#shorts #youtubeshorts #fashionideas #fashionstyle #fashionhacks #outfitideas #outfitinspo #howtostyle #trending #viralvideo,1520,0,0,"['Styling tips', 'Fashion hacks', 'Trending on YouTube', 'Viral Video', 'How to style']",Life in Fits & Trips,2025-10-11T12:51:55Z,26,PT11S,hd,2025-10-12T04:03:09.750880
25,m57kYhoQg7A,5 formas de combinar el color buganbilia,"5 formas de combinar color buganbilla, como combinar el color buganbilla. Tips para combinar el color buganbilla. ideas para combinar el color buganbilla. Estilismos buganbilla, cómo combinar falda buganbilla, cómo combinar pantalones buganbila, cómo combinar blazer buganbila, cómo combinar bolsos y zapatos buganbila.
Descubre cómo combinar el color bugambilia con diferentes colores y crea outfits increíbles. Aprende los mejores tips de estilo para lucir a la moda y sácale el máximo provecho a tu ropa. ¡Experimenta con diferentes colores y encuentra tu estilo único!",1512,67,5,"['moda rubén troya', 'asesor de moda rubén troya', 'buganvilla', 'cor buganvilla', 'cómo combinar color buganvilla', 'mejores combinaciones de color buganvilla', 'ideas para combinar color buganvilla', '5 formas de combinar buganvilla', 'cómo combinar zapatos y bolsos buganvillas', 'cómo combinar falda buganvilla', 'cómo combinar pantalones buganvilla', 'cómo combinar blazer buganvilla']",MODA RUBEN TROYA  | ASESOR DE MODA ,2025-10-11T18:13:00Z,22,PT52S,hd,2025-10-12T04:03:09.750895
26,VwCsdTNOrH4,How to Style Statement Pieces for Fall! #styleinspo #statementstyle #statementpieces #fallstyle,Statement Style! #styleinspo #styleideas #styleideasdaily #styleinfluence #statementfashion #statementpieces #statementstyle #statementpiece #fallstyle #fallstyles #fallstyleinspo #falloutfit #falloutfitideas #falloutfits #falloutfits #howtostyle #howtowear #whattowear #blazer #blazerstyle #blazeroutfits #blazeroutfit #trendystyles #trendyoutfits #trendyfits #trendyfashion #outfitinspo #outfitideas #ootdfashion #ootdstyle #ootdinspo #ootdfashionstyle #chicstyle #chicfashion #chicoutfits #chicoutfit #fashionvibes #boldfashion #boldlooks #boldstyle #effortlessstyle #effortlesschic #fashioncreator,1360,35,2,"['style inspo', 'style ideas', 'style tips', 'statement style', 'statement fashion', 'statement pieces', 'blazer style', 'blazer outfits', 'styling outfits', 'styling ideas', 'fall styles', 'fall fashion', 'fall outfits', 'fall style inspo', 'how to style', 'how to wear', 'what to wear', 'trendy styling', 'trendy fashion', 'trendy looks', 'fall lookbook', 'fall looks', 'chic looks', 'chic fashion', 'elevated style', 'effortless style', 'effortlessly chic outfits', 'bold fashion', 'bold looks', 'bold styles']",TheNikkiJ,2025-10-11T15:09:00Z,22,PT12S,hd,2025-10-12T04:03:09.751196
27,2uKCBPa_p_Q,polka dot dress from Babyboo 🤍✨ #howtostyle #polkadot #classyoutfit #fashion,,1330,13,0,[],Jesabel Malibiran,2025-10-11T13:06:17Z,22,PT7S,hd,2025-10-12T04:03:09.750989
28,KFPjqWO48b8,Adorable Baby Fashion Show~ How to style your baby? Trendy Fashion looks & Outfit ideas😘,"#ytshortsfeature       #trendingshorts          #aifashionshow           #baby   #aifashionmodel       #littlefashionista     #babygirl      #fashiontipsforparents           #adorableoutfits        #aibaby   #aibabayfashionshow           #artificialintelligence           #viralbaby          #babyfashion  #babystyle            #babyfashiontips      #stylishbabies         #babyoutfits    #trendybaby                #cutebabyclothes       #fashionforbabies    #babyfashioninspo   #doll #babywardrobe      #babyclothingtrends       #stylishkids   #catvideo           #videos  #cate      #babysongs     #cat  #baby  #babyfashionshow              #cutebaby        #baby #babyfashion    #fashionideasforparents             #babyfashion   #parentingstyletips     #parentingstyletips            #babyoutfits     #momandbabyfashion       #dadandbabystyle            #babyfashionshow    #baby #babyclothingtrends    #trendybaby            #parentingfashioninspo          
#stylishparents       #fashionforparents       #babystyle      
#parentinghacks        #styletipsforparents       #parentingtips            #cute #modernparenting      #baby    #doll #cat 

免责声明：“该视频专为对婴儿时尚潮流和造型技巧感兴趣的父母、看护者和成年人设计。它不适合儿童或年轻观众。内容主要侧重于时尚指导、造型创意和成人观众的相关信息。",1277,6,0,[],Tiny Model Diary,2025-10-11T16:34:23Z,22,PT9S,hd,2025-10-12T04:03:10.875460
29,P_HoVQeKL_s,5 Ways to Style Black Pants #foryou #fashion #outfitideas #shorts #howtostyle,,1237,15,0,[],Zen NYC,2025-10-11T15:57:34Z,22,PT37S,hd,2025-10-12T04:03:09.751086
30,5W7EHl2-E8I,How to style straight flat hair into textured hair 💇 #barber #barberlove #texturedhair #hairstyle,,1200,12,0,[],LandenBlends,2025-10-11T22:18:34Z,22,PT1M3S,hd,2025-10-12T04:03:09.751073
31,iE62Texm4WI,How to style a black dress 3 ways countryside edition 🍂 #classystyle #capsulewardrobe #outfitideas,,1186,19,0,[],Isobel Celine,2025-10-11T08:16:42Z,22,PT43S,hd,2025-10-12T04:03:09.750817
32,S_5y5fA3468,Outfit Combos Ideas: How to Create 3 Outfits from 1 Pair of Jeans | Style Hacks #Shorts,"This is the ultimate style hack for a capsule wardrobe! Watch how we turn one pair of jeans into three different outfits for any occasion. #StyleTips

#OutfitIdeas #HowToStyle #CapsuleWardrobe #Jeans #Shorts",1178,25,0,[],Julieta Power,2025-10-11T14:47:17Z,22,PT9S,hd,2025-10-12T04:03:09.750909
